timestamp,AmbientLightSensor,DecibelSource,PitchSensor,AccX,AccY,AccZ
1763074864120,,,,,5.392050266265869,
1763074864121,,,,0.08595000207424164,,11.170950889587402
1763074864140,,,,0.7330500483512878,4.378950119018555,11.163000106811523
1763074864144,,58.875606192758816,218.76953125,,,
1763074864155,42.0,,,,,
1763074864164,,,,2.212050199508667,4.398000240325928,11.167950630187988
1763074864171,72.0,,,,,
1763074864182,,,,2.7799501419067383,5.313000202178955,11.163000106811523
1763074864184,,60.18083739545239,218.76953125,,,
1763074864198,,,,,5.9659504890441895,
1763074864199,,,,2.370000123977661,,11.155950546264648
1763074864218,,,,2.8590002059936523,5.478000164031982,11.53695011138916
1763074864222,,57.5412316809561,218.76953125,,,
1763074864227,,,223.5205078125,,,
1763074864237,,,,,4.579950332641602,
1763074864239,,,,,,12.22605037689209
1763074864240,,,,1.6230000257492065,,
1763074864255,72.0,,,,,
1763074864257,,,,2.6580002307891846,4.6020002365112305,12.211950302124023
1763074864266,,58.7041356564967,223.5205078125,,,
1763074864282,,,,,4.6020002365112305,
1763074864283,,,,3.555000066757202,,12.211950302124023
1763074864296,,,,3.2820000648498535,3.868950128555298,11.53695011138916
1763074864301,,58.414874124874146,223.5205078125,,,
1763074864307,,,180.1416015625,,,
1763074864316,,,,2.4850502014160156,1.8510000705718994,11.257050514221191
1763074864335,,,,1.8169500827789307,0.21300001442432404,10.467000961303711
1763074864340,,69.04363046352236,180.1416015625,,,
1763074864356,,,,,-1.0429500341415405,
1763074864357,72.0,,,2.8159501552581787,,8.980050086975098
1763074864374,,,,4.855050086975098,-1.6390501260757446,8.296950340270996
1763074864381,,78.22813238599159,180.1416015625,,,
1763074864386,21.0,,,,,
1763074864389,,,101.57244001116072,,,
1763074864397,,,,,-2.0059502124786377,6.9970502853393555
1763074864398,,,,7.434000492095947,,
1763074864414,,,,8.346000671386719,-2.3650500774383545,6.135000228881836
1763074864424,,74.97980568745507,101.57244001116072,,,
1763074864432,,,,,-2.3770501613616943,
1763074864433,,,,5.962050437927246,,5.697000503540039
1763074864452,,,,,-2.3740501403808594,
1763074864453,,,,3.8710501194000244,,5.071950435638428
1763074864457,21.0,,,,,
1763074864463,,58.34016390669682,,,,
1763074864464,,,101.57244001116072,,,
1763074864471,,,,,-1.0290000438690186,
1763074864473,,,,3.3040502071380615,,4.555050373077393
1763074864491,,,,,0.6439500451087952,
1763074864492,,,,,,4.548000335693359
1763074864493,,,,3.61995005607605,,
1763074864504,,41.822776524792104,101.57244001116072,,,
1763074864513,,,90.352783203125,,,
1763074864516,,,,,3.0360002517700195,4.549950122833252
1763074864517,,,,3.928950071334839,,
1763074864531,,,,4.237950325012207,3.3010501861572266,4.548000335693359
1763074864542,,64.90851183895953,90.352783203125,,,
1763074864550,,,,3.5629501342773438,5.599950313568115,5.071950435638428
1763074864558,21.0,,,,,
1763074864571,,,,2.67900013923645,8.107049942016602,5.697000503540039
1763074864583,,55.888805349134635,90.352783203125,,,
1763074864589,,,,,8.112000465393066,6.135000228881836
1763074864590,,,,4.266000270843506,,
1763074864603,119.0,,,,,
1763074864608,,,,,5.8660502433776855,8.190000534057617
1763074864609,,,,4.256999969482422,,
1763074864620,,43.28938080541541,,,,
1763074864628,,,,3.9790501594543457,5.419950485229492,9.763050079345703
1763074864647,,,,,7.669050216674805,
1763074864648,,,,3.4620001316070557,,10.315950393676758
1763074864663,,51.75554381626717,,,,
1763074864664,119.0,,,,,
1763074864667,,,,4.24500036239624,9.63705062866211,10.632000923156738
1763074864672,,,1537.1240234375,,,
1763074864686,,,,,9.306000709533691,
1763074864687,,,,6.313950061798096,,10.629000663757324
1763074864704,,71.38750403735324,1537.1240234375,,,
1763074864706,,,,5.716950416564941,6.9649505615234375,10.624950408935547
1763074864725,,,,,4.573050022125244,
1763074864726,,,,2.650050163269043,,
1763074864743,,66.52459007989262,,,,
1763074864744,,,1537.1240234375,,,
1763074864749,,,,,3.3520500659942627,
1763074864750,,,,-3.1240501403808594,,10.621950149536133
1763074864769,,,,,3.80400013923645,
1763074864770,,,,-7.282950401306152,,10.624950408935547
1763074864771,119.0,,,,,
1763074864783,,58.56928490412487,1537.1240234375,,,
1763074864787,,,,-7.294950485229492,5.19795036315918,10.380000114440918
1763074864804,,,,,5.923050403594971,
1763074864805,,,,-6.636000156402588,,10.360950469970703
1763074864820,90.0,,,,,
1763074864822,,,,,6.333000183105469,
1763074864823,,,,-7.462050437927246,,9.648000717163086
1763074864824,,73.89124528510035,,,,
1763074864843,,,,,5.743950366973877,8.10300064086914
1763074864847,,,,-7.159950256347656,,
1763074864864,,64.78841856596824,,,,
1763074864865,,,,-3.7920002937316895,4.981950283050537,8.092050552368164
1763074864870,,,233.974609375,,,
1763074864871,90.0,,,,,
1763074864882,,,,0.4240500330924988,4.249950408935547,8.082000732421875
1763074864901,,,,,2.7769501209259033,9.648000717163086
1763074864902,,,,2.67900013923645,,
1763074864903,,51.289337898023774,233.974609375,,,
1763074864920,,,,,2.782050132751465,
1763074864921,,,,3.634050130844116,,10.230000495910645
1763074864940,,43.3862975806667,233.974609375,3.630000114440918,4.759950160980225,10.225050926208496
1763074864946,,,180.7666015625,,,
1763074864966,,,,2.67900013923645,6.498000144958496,11.227950096130371
1763074864971,90.0,,,,,
1763074864979,,,,,6.502950191497803,
1763074864981,,40.52833417576757,180.7666015625,2.67900013923645,,11.946000099182129
1763074864998,,,,,7.0219502449035645,
1763074865000,,,,1.5150001049041748,,11.929950714111328
1763074865018,,,,,8.365050315856934,11.926950454711914
1763074865019,,,,0.9480000734329224,,
1763074865022,,37.71543404497531,,,,
1763074865023,,,180.7666015625,,,
1763074865037,,,,,8.056950569152832,11.925000190734863
1763074865038,,,,-0.028050001710653305,,
1763074865057,,,,,5.061000347137451,11.926950454711914
1763074865058,,,,-1.2850500345230103,,
1763074865063,,37.52213347841558,180.7666015625,,,
1763074865067,,,155.419921875,,,
1763074865068,,,155.419921875,,,
1763074865070,90.0,,,,,
1763074865080,,,,-1.5580500364303589,2.2669501304626465,11.227950096130371
1763074865099,,,,-0.22905001044273376,0.8380500674247742,10.711050033569336
1763074865104,,36.65039282077581,155.419921875,,,
1763074865117,,,,1.8960001468658447,1.1040000915527344,4.7989501953125
1763074865135,,,,,1.3759500980377197,4.777950286865234
1763074865136,,,,5.904000282287598,,
1763074865141,,42.55271752828892,,,,
1763074865142,,,155.419921875,,,
1763074865154,,,,,-0.7630500197410583,
1763074865155,,,,6.723000526428223,,4.81095027923584
1763074865170,90.0,,,,,
1763074865174,,,,,-3.43500018119812,
1763074865175,,,,3.5839502811431885,,4.801950454711914
1763074865182,,41.950979988680174,,,,
1763074865198,,,,2.4780001640319824,-3.1330502033233643,4.81095027923584
1763074865213,,,,,-1.8480000495910645,
1763074865214,,,,3.490950107574463,,4.819050312042236
1763074865222,,38.47401195475199,,,,
1763074865231,,,67.13288225446428,,,
1763074865232,,,,,0.24195000529289246,
1763074865234,,,,,,4.78695011138916
1763074865235,,,,3.778050184249878,,
1763074865252,,,,,1.5490500926971436,
1763074865256,141.0,,,3.7759501934051514,,6.055950164794922
1763074865264,,32.508945744322865,,,,
1763074865265,,,67.13288225446428,,,
1763074865271,141.0,,,,,
1763074865272,,,,1.7809500694274902,3.567000150680542,6.046950340270996
1763074865292,,,,,7.402950286865234,
1763074865293,,,,0.9190500378608704,,6.0420002937316895
1763074865302,,33.934586038369126,67.13288225446428,,,
1763074865315,,,,,11.77695083618164,6.049050331115723
1763074865316,,,,0.9120000600814819,,
1763074865330,,,,,14.586000442504883,
1763074865331,,,,2.8950002193450928,,6.0420002937316895
1763074865346,,72.76642551618531,67.13288225446428,,,
1763074865351,,,,6.39300012588501,11.941950798034668,6.5809502601623535
1763074865356,,,70.98126220703125,,,
1763074865357,,,70.98126220703125,,,
1763074865369,,,,,7.798050403594971,
1763074865370,,,,5.07105016708374,,8.26200008392334
1763074865371,141.0,,,,,
1763074865383,,39.920113922249875,70.98126220703125,,,
1763074865389,,,,,4.228050231933594,9.589950561523438
1763074865391,,,,1.3000500202178955,,
1763074865408,,,,,3.6820502281188965,10.171950340270996
1763074865409,,,,-2.110949993133545,,
1763074865422,,37.280306583736625,70.98126220703125,,,
1763074865431,,,,,3.687000274658203,
1763074865432,,,,-2.5630500316619873,,10.16295051574707
1763074865448,,,,-1.6080000400543213,4.759950160980225,10.167000770568848
1763074865464,,40.054532646098686,,,,
1763074865467,,,,-1.0120500326156616,6.109950065612793,9.589950561523438
1763074865471,130.0,,,,,
1763074865486,,,,,5.140050411224365,
1763074865487,,,,-1.5720000267028809,,5.869950294494629
1763074865502,,41.185335488409585,,,,
1763074865506,,,,-2.4049501419067383,4.788000106811523,5.860050201416016
1763074865512,,,219.08660888671875,,,
1763074865525,,,,,4.79295015335083,
1763074865526,,,,-2.419950008392334,,10.171950340270996
1763074865545,,38.9200365747466,219.08660888671875,,,
1763074865551,,,,-2.914950132369995,5.277000427246094,10.153050422668457
1763074865565,,,,-3.828000068664551,5.289000034332275,9.259950637817383
1763074865572,130.0,,,,,
1763074865581,,36.379538552558145,219.08660888671875,,,
1763074865584,,,,-4.194000244140625,5.715000152587891,8.08905029296875
1763074865603,,,,,7.159050464630127,
1763074865604,,,,,,7.486050128936768
1763074865605,,,,-4.624950408935547,,
1763074865621,,45.8588909573615,219.08660888671875,,,
1763074865623,,,,-3.934950113296509,7.174950122833252,7.483050346374512
1763074865642,,,,,5.491950035095215,
1763074865643,,,,-2.571000099182129,,8.08905029296875
1763074865661,,41.500233325119964,,,,
1763074865665,,,,0.38100001215934753,5.758050441741943,8.599050521850586
1763074865682,130.0,,,4.366950035095215,9.163050651550293,9.259950637817383
1763074865688,111.0,,,,,
1763074865701,,,,-1.0260000228881836,11.410950660705566,10.201050758361816
1763074865703,,76.16147487792102,,,,
1763074865711,,,374.15120442708337,,,
1763074865721,,,,-4.273050308227539,8.229000091552734,10.19895076751709
1763074865740,,,,,5.212050437927246,
1763074865741,,,,-4.819050312042236,,10.19895076751709
1763074865742,,55.0888902190824,374.15120442708337,,,
1763074865760,,,,,2.6550002098083496,
1763074865765,,,,-2.7430500984191895,,11.07705020904541
1763074865784,,55.51985719413872,374.15120442708337,,,
1763074865788,,,,,1.9369500875473022,12.291000366210938
1763074865789,111.0,,,-0.034950003027915955,,
1763074865791,,,218.1573486328125,,,
1763074865802,,,,2.571000099182129,3.7900502681732178,12.27405071258545
1763074865818,,,,,5.6569504737854,12.27405071258545
1763074865819,,,,3.3109500408172607,,
1763074865821,,51.08520414228215,218.1573486328125,,,
1763074865838,,,,3.2989501953125,6.202950477600098,12.279000282287598
1763074865857,,,,,5.599950313568115,
1763074865858,,,,3.031050205230713,,11.343000411987305
1763074865865,,38.775848070896686,218.1573486328125,,,
1763074865881,,,,,4.14900016784668,11.07705020904541
1763074865882,,,,2.6650500297546387,,
1763074865889,111.0,,,,,
1763074865897,,,,,2.3460001945495605,
1763074865898,,,,,,10.309050559997559
1763074865899,,,,2.6550002098083496,,
1763074865903,,39.98022765062649,,,,
1763074865905,5.0,,,,,
1763074865916,,,,3.132000207901001,1.0459500551223755,6.552000522613525
1763074865935,,,,,0.19095000624656677,
1763074865936,,,,,,6.541950225830078
1763074865937,,,,3.490950107574463,,
1763074865941,,36.21927715296011,,,,
1763074865957,,,,,0.6580500602722168,6.529950141906738
1763074865958,,,,3.166950225830078,,
1763074865975,,,,1.8460501432418823,1.5630000829696655,6.535050392150879
1763074865981,,35.611984995241606,,,,
1763074865988,,,29.037446521577383,,,
1763074865989,5.0,,29.037446521577383,,,
1763074866000,,,,,3.868950128555298,6.552000522613525
1763074866001,,,,-0.09300000220537186,,
1763074866015,,,,,5.413050174713135,
1763074866016,,,,1.3930500745773315,,6.5400004386901855
1763074866023,,36.81994208690461,29.037446521577383,,,
1763074866033,,,,,7.62600040435791,
1763074866034,,,,2.2770001888275146,,6.529950141906738
1763074866052,,,,,8.752950668334961,
1763074866053,,,,2.2770001888275146,,6.982950210571289
1763074866064,,35.301550315428365,,,,
1763074866065,,,29.037446521577383,,,
1763074866072,,,,2.6140501499176025,8.7649507522583,8.12505054473877
1763074866089,5.0,,,,,
1763074866091,,,,,7.7910003662109375,
1763074866092,,,,1.6230000257492065,,8.37600040435791
1763074866102,,33.07057145949458,,,,
1763074866117,,,,,6.382950305938721,
1763074866118,,,,-2.2039501667022705,,8.37600040435791
1763074866123,120.0,,,,,
1763074866133,,,,,5.377050399780273,
1763074866134,,,,-4.273050308227539,,8.37600040435791
1763074866141,,36.36363130184683,,,,
1763074866147,,,247.18868582589286,,,
1763074866150,,,,-3.06600022315979,5.047050476074219,8.371950149536133
1763074866169,,,,,5.0560503005981445,
1763074866170,,,,-0.6960000395774841,,8.36205005645752
1763074866182,,36.05084633231057,247.18868582589286,,,
1763074866189,120.0,,,1.4080500602722168,4.752000331878662,9.030000686645508
1763074866208,,,,,4.774050235748291,
1763074866209,,,,2.26200008392334,,9.316950798034668
1763074866221,,33.940786487856535,247.18868582589286,,,
1763074866232,,,,,4.2709503173828125,9.298050880432129
1763074866233,,,,0.8760000467300415,,
1763074866247,,,,,3.7540502548217773,
1763074866248,,,,-1.4359500408172607,,9.313050270080566
1763074866262,,34.5835199322582,247.18868582589286,,,
1763074866267,,,,,3.7680001258850098,
1763074866268,,,,-3.0810000896453857,,9.030000686645508
1763074866287,,,,-3.085050106048584,3.3229501247406006,8.161050796508789
1763074866299,120.0,,,,,
1763074866301,,35.41665970800554,,,,
1763074866305,,,,,2.848950147628784,
1763074866306,,,,-2.368950128555298,,6.789000511169434
1763074866325,,,,,2.382000207901001,
1763074866326,,,,-2.118000030517578,,6.7669501304626465
1763074866339,99.0,,,,,
1763074866341,,34.456635869251585,,,,
1763074866347,,,,,1.9870500564575195,7.471050262451172
1763074866348,,,212.44140625,-2.1280500888824463,,
1763074866365,,,,,1.4629501104354858,
1763074866366,,,,-3.1519501209259033,,7.459050178527832
1763074866385,,,,,2.302950143814087,7.4569501876831055
1763074866386,,34.36654675405959,212.44140625,-5.221050262451172,,
1763074866402,99.0,,,,,
1763074866403,,,,,3.9910502433776855,
1763074866404,,,,-5.665950298309326,,7.468950271606445
1763074866421,,37.65049576621884,212.44140625,,,
1763074866423,,,,-3.0949501991271973,5.908950328826904,6.802950382232666
